feature,file_name,branch,attack_family,attack_subtype,dtype,missing_count_sample,missing_ratio_sample,unique_values_sample
Fwd Bytes/Bulk Avg,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,int64,0,0.0,1
Fwd Packet/Bulk Avg,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,int64,0,0.0,1
Fwd Bulk Rate Avg,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,int64,0,0.0,1
Bwd Bytes/Bulk Avg,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,int64,0,0.0,2263
Bwd Packet/Bulk Avg,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,int64,0,0.0,515
Bwd Bulk Rate Avg,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,int64,0,0.0,6555
Subflow Fwd Packets,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,int64,0,0.0,162
Subflow Fwd Bytes,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,int64,0,0.0,1100
Subflow Bwd Packets,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,int64,0,0.0,158
Subflow Bwd Bytes,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,int64,0,0.0,754
FWD Init Win Bytes,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,int64,0,0.0,704
Bwd Init Win Bytes,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,int64,0,0.0,662
Fwd Act Data Pkts,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,int64,0,0.0,506
Fwd Seg Size Min,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,int64,0,0.0,6
Active Mean,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,float64,0,0.0,17058
Active Std,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,float64,0,0.0,12306
Active Max,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,float64,0,0.0,16890
Active Min,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,float64,0,0.0,16755
Idle Mean,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,float64,0,0.0,19737
Idle Std,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,float64,0,0.0,15058
Idle Max,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,float64,0,0.0,19606
Idle Min,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,float64,0,0.0,18245
Label,BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,object,0,0.0,1
Flow ID,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,object,0,0.0,15874
Src IP,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,object,0,0.0,239
Src Port,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,8892
Dst IP,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,object,0,0.0,636
Dst Port,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,3910
Protocol,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,3
Timestamp,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,object,0,0.0,10016
Flow Duration,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,28950
Total Fwd Packet,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,425
Total Bwd packets,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,374
Total Length of Fwd Packet,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,1690
Total Length of Bwd Packet,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,929
Fwd Packet Length Max,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,507
Fwd Packet Length Min,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,145
Fwd Packet Length Mean,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,2236
Fwd Packet Length Std,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,2238
Bwd Packet Length Max,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,363
Bwd Packet Length Min,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,123
Bwd Packet Length Mean,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,1734
Bwd Packet Length Std,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,1726
Flow Bytes/s,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,1,3.3333333333333335e-05,26362
Flow Packets/s,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,29029
Flow IAT Mean,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,29026
Flow IAT Std,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,18806
Flow IAT Max,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,28803
Flow IAT Min,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,21002
Fwd IAT Total,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,18954
Fwd IAT Mean,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,18998
Fwd IAT Std,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,17434
Fwd IAT Max,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,18797
Fwd IAT Min,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,13827
Bwd IAT Total,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,11899
Bwd IAT Mean,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,11905
Bwd IAT Std,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,9608
Bwd IAT Max,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,11858
Bwd IAT Min,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,7333
Fwd PSH Flags,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,2
Bwd PSH Flags,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,1
Fwd URG Flags,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,1
Bwd URG Flags,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,1
Fwd Header Length,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,594
Bwd Header Length,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,577
Fwd Packets/s,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,29041
Bwd Packets/s,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,22494
Packet Length Min,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,91
Packet Length Max,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,462
Packet Length Mean,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,3254
Packet Length Std,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,3202
Packet Length Variance,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,3396
FIN Flag Count,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,4
SYN Flag Count,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,8
RST Flag Count,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,3
PSH Flag Count,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,252
ACK Flag Count,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,449
URG Flag Count,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,1
CWR Flag Count,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,2
ECE Flag Count,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,4
Down/Up Ratio,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,10
Average Packet Size,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,2844
Fwd Segment Size Avg,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,2097
Bwd Segment Size Avg,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,1619
Fwd Bytes/Bulk Avg,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,1
Fwd Packet/Bulk Avg,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,1
Fwd Bulk Rate Avg,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,1
Bwd Bytes/Bulk Avg,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,1395
Bwd Packet/Bulk Avg,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,363
Bwd Bulk Rate Avg,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,5034
Subflow Fwd Packets,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,98
Subflow Fwd Bytes,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,755
Subflow Bwd Packets,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,98
Subflow Bwd Bytes,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,453
FWD Init Win Bytes,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,533
Bwd Init Win Bytes,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,459
Fwd Act Data Pkts,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,365
Fwd Seg Size Min,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,int64,0,0.0,6
Active Mean,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,10990
Active Std,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,7591
Active Max,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,10908
Active Min,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,10841
Idle Mean,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,12611
Idle Std,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,9292
Idle Max,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,12565
Idle Min,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,float64,0,0.0,11834
Label,BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,object,0,0.0,1
Flow ID,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,object,0,0.0,3619
Src IP,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,object,0,0.0,159
Src Port,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,1987
Dst IP,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,object,0,0.0,330
Dst Port,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,877
Protocol,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,3
Timestamp,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,object,0,0.0,1182
Flow Duration,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,3558
Total Fwd Packet,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,36
Total Bwd packets,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,33
Total Length of Fwd Packet,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,226
Total Length of Bwd Packet,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,206
Fwd Packet Length Max,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,146
Fwd Packet Length Min,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,83
Fwd Packet Length Mean,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,205
Fwd Packet Length Std,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,158
Bwd Packet Length Max,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,167
Bwd Packet Length Min,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,125
Bwd Packet Length Mean,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,209
Bwd Packet Length Std,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,100
Flow Bytes/s,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,2904
Flow Packets/s,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,3559
Flow IAT Mean,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,3561
Flow IAT Std,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,1272
Flow IAT Max,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,3551
Flow IAT Min,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,3247
Fwd IAT Total,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,1321
Fwd IAT Mean,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,1325
Fwd IAT Std,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,716
Fwd IAT Max,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,1316
Fwd IAT Min,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,1218
Bwd IAT Total,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,627
Bwd IAT Mean,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,627
Bwd IAT Std,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,263
Bwd IAT Max,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,625
Bwd IAT Min,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,552
Fwd PSH Flags,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,2
Bwd PSH Flags,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,1
Fwd URG Flags,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,1
Bwd URG Flags,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,1
Fwd Header Length,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,72
Bwd Header Length,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,58
Fwd Packets/s,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,3558
Bwd Packets/s,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,2953
Packet Length Min,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,73
Packet Length Max,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,199
Packet Length Mean,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,344
Packet Length Std,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,278
Packet Length Variance,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,282
FIN Flag Count,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,3
SYN Flag Count,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,4
RST Flag Count,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,2
PSH Flag Count,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,26
ACK Flag Count,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,44
URG Flag Count,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,1
CWR Flag Count,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,1
ECE Flag Count,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,1
Down/Up Ratio,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,5
Average Packet Size,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,355
Fwd Segment Size Avg,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,205
Bwd Segment Size Avg,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,209
Fwd Bytes/Bulk Avg,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,1
Fwd Packet/Bulk Avg,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,1
Fwd Bulk Rate Avg,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,1
Bwd Bytes/Bulk Avg,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,103
Bwd Packet/Bulk Avg,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,25
Bwd Bulk Rate Avg,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,267
Subflow Fwd Packets,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,14
Subflow Fwd Bytes,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,122
Subflow Bwd Packets,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,15
Subflow Bwd Bytes,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,74
FWD Init Win Bytes,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,171
Bwd Init Win Bytes,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,162
Fwd Act Data Pkts,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,24
Fwd Seg Size Min,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,int64,0,0.0,6
Active Mean,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,463
Active Std,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,73
Active Max,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,463
Active Min,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,462
Idle Mean,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,565
Idle Std,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,137
Idle Max,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,564
Idle Min,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,float64,0,0.0,565
Label,DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,object,0,0.0,1
Flow ID,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,object,0,0.0,28990
Src IP,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,object,0,0.0,105
Src Port,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,int64,0,0.0,24338
Dst IP,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,object,0,0.0,170
Dst Port,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,int64,0,0.0,108
Protocol,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,int64,0,0.0,3
Timestamp,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,object,0,0.0,933
Flow Duration,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,int64,0,0.0,29570
Total Fwd Packet,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,int64,0,0.0,123
Total Bwd packets,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,int64,0,0.0,63
Total Length of Fwd Packet,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,float64,0,0.0,268
Total Length of Bwd Packet,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,float64,0,0.0,196
Fwd Packet Length Max,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,float64,0,0.0,151
Fwd Packet Length Min,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,float64,0,0.0,67
Fwd Packet Length Mean,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,float64,0,0.0,278
Fwd Packet Length Std,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,float64,0,0.0,243
Bwd Packet Length Max,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,float64,0,0.0,113
Bwd Packet Length Min,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,float64,0,0.0,41
Bwd Packet Length Mean,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,float64,0,0.0,243
Bwd Packet Length Std,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,float64,0,0.0,217
Flow Bytes/s,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,float64,0,0.0,29240
Flow Packets/s,DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,float64,0,0.0,29571
